L1,Proficiency,Text,level
French,Lower advanced,"La video es un extracto de una película de Charlie Chaplin. Al principio, hay Charlie Chaplin andando en la calle. Construciones se caen sobre su cabeza. Luego, encuentra a un bebe en el suelo. Intenta darle a una mujer pero ella no quiere tomar al niño. Charlie Chaplin quiere dejarle en el suelo pero un policía le mira y por eso se queda con el bebe. Va a darle a un anciano, y el va a darle a la mujer. La mujer le da a Charles Chaplin : el bebe siempre vuelve en sus brazos. Por fin, Charlie Chaplin encuentra una oja de papel en la toaya del bebe que dice cuidarse con su bebe.",C1
English,Lower advanced,"La pregunta de si las parejas gay tienen el derecho de casarse y adoptar niños es una que tiene una respuesta muy sencilla: sí. No hay ninguna razón para que no deban estar permitidos hacer estas cosas. Las personas homosexuales son, del principio, seres humanes como todas las personas del mundo, y por eso deben recibir todos los derechos del resto de la población que no es gay. Parejas heterosexuales pueden casarse, y las parejas homosexuales no deben tener otra situación. También pueden adoptar niños las parejas heterosexuales tanto como individuales heterosexuales. Si una pareja o una persona heterosexual puede dar un hogar amable, sano y seguro a un o más niños que no tienen familias, también pueden hacer lo mismo una pareja o una persona homosexual. Lo más importante a la pregunta de adopción es si los adultos pueden proveer las cosas que necesitan los niños, y la sexualidad de los padres no tiene ningún impacto en si pueden ser padres buenos o no. También hay muchas estudias psicológicas sobre este tema de adopción por las parejas gay, y todos han encontrado que no hay ninguna diferencia entre las parejas gay y las parejas heterosexuales en sus habilidades de ser padres buenos por todos tipos de niños. No hay una correlación entre la sexualidad de los padres y los niños adoptivos, sin embargo que es posible que haya una entre la de los padres y los niños biológicos. Una razón muy dado contra el matrimonio homosexual es una de religión. Algunas personas religiosas dicen que las personas homosexuales no deben estar permitidos casarse a causa de que la biblia dice que la homosexualidad es algo falso y no natural. Muchas de ellas citan el libro de la biblia levítico en que está escrito que un hombre que duerma con otro hombre como duerma con una mujer debe estar matado. También en este libro de la biblia hay muchas otras cosas que personas cristianas no deben hacer, como hacer tatuajes o comer algunas comidas específicas, pero hoy en día la iglesia no tiene ningún problema con personas buenas haciendo estas cosas. No hace sentido decir que vale una de estas reglas de la biblia y no otras. Otra cosa de la biblia citada con mucha frecuencia contra el matrimonio homosexual es la historia de Sodom y Gomorrah. A veces dicen que el castigo es el resulto del sexo homosexual, pero en realidad es porque el sexo con los ángeles no fue consensual. Esta parte es lo que no estaba permitido, no el sexo homosexual. La iglesia tiene sus propias reglas sobre el matrimonio y es legal, pero al mismo tiempo no tiene un lugar en los leyes de un país. La iglesia puede prohibir el matrimonio homosexual, pero en la sociedad no hay ninguna razón para que las parejas homosexuales no deben estar permitidas a casarse. Amor es amor, entre las parejas y también entre los padres y los niños, y la cosa más importante en el matrimonio y la adopción es el amar al marido y también a los hijos.",C1
Italian,Upper advanced,"El protagonista, Charles Chaplin caminaba por la calle, sobre su cabeza  cayeron los restos desde las casas. En un rincón, cerca de unos contenedores de basura estaba un chico pequeño, que lloraba. Él lo tomó y vio una señora con un carrito de bebé, que estaba buscando algo, y él puso el chico entre este carrito. Pero este chico no era suyo y por eso la señora se enfadó con él. Chaplin puso el chico cerca de los contenedores pero pasó la guardia civil y él recojo de nuevo el chico. Mientras caminaba encontró un viejo, le dio el chico y escapó. El viejo caminaba con este chico y cuando vio un carrito de bebé puso este chico allì. Entre tanto, la señora vio que en su carrito había otro chico y pegó Chaplin que pasaba. Chaplin intentó otra vez a dejar este chico pero llegó la guardia civil y por fin él se sintió con este chico y vio una nota con escrito “Por favor ama y cuida este chico sin padres”, y él decidió de cuidarlo.",C2
Portuguese,Upper advanced,"El vídeo empieza con Charlie Chaplin caminando mientras una persona echa basura a la calle. Él logra evitar la basura la primera vez pero cuando llega a un pequeño rincón entre dos edificios se le cae la basura por encima. Después Chaplin saca de su americana una caja de cigarrillos, saca uno de la caja e saca sus guantes para encenderlo.  <br/>  <br/> En ese rincón él encuentra un bebé llorando y ponlo a su pecho, mirando a todos lados hasta que ve una mujer con un bebé y le lleva este, poniéndolo en el cochecito. La mujer se enoja con él y él lleva el bebé otra vez para el rincón, pero un policía lo ve así que él lleva el niño otra vez y dáselo a otro hombre, huyendo después. Este hombre ve el cochecito de bebé de la mujer que ya había aparecido y pon el bebé allí cuando ella no está. Cuando ella vuelve, Charlie aparece y ella lo golpea con su paraguas. Mientras ellos discuten, el policía viene y Charlie se lleva el bebé otra vez. Por fin se sienta en el pasillo y cuando verifica el bebé encuentra una nota que dice que lo cuide y lo ame y se lleva el niño sonriendo.",C2
English,Upper advanced,"Querida Morgan, <br/>  ¡Hola mi amiga! ¿Cómo estás? Espero que te estés divertiendo durante las vacaciones. Yo acabó de viajar a Nueva York con mi tío y hermana menor. Este viaje fue un regalo para mi porque yo me graduó de la escuela secundaria este año. Salimos algunos días después de mi graduación, y aunque fuimos durante el junio, el tiempo de Nueva York era imprevisible. Un día, hacía mucho frío y llovía, pero el próximo, hacía calor. La novia de mi tío había estudiado en la ciudad por unos meses y por lo tanto nosotros estuvamos en su apartamento. También, ella nos mostró sus lugares y restaurantes favoritos de la ciudad. <br/>  La Nueva York es una ciudad muy grande y marvelosa. Hay muchas cosas y lugares para ver y hacer en la ciudad. Visitamos los lugares famosos como el Parque Central y el Times Square. El Parque Central es muy grande, pero muy bonito. Tiene un zoológico y varios restaurantes, pero no lost visitamos porque no tuvimos tiempo. La belleza de la naturaleza y la tranquilidad me sorprendí mucho. El Parque Central es un lugar perfecto para descansarse. Por el contrario, el Times Square es muy ocupado y ruidoso todo el tiempo, especialmente durante la noche. Todos las luces de los edificios encendieron y la plaza se volvío a un lugar brillante y emocionante. Muchas personas caminaron en las calles, y había un sentimiento de admiración. Yo creo que el Times Square es un de mis lugares favoritos de Nueva York. Pero yo estaba triste que no pudimos ver a la Estatua de la Libertad. Eso día, hacía mal tiempo y llovía mucho.  <br/>  Por lo tanto no pudimos subir un ferry a la Isla de Liber tad. Pero yo espero que regresemos allí y verlo un día. <br/>  Durante nuestro viaje, comimos mucho y fuimos de compras. Pero mi momento favorite era cuando yo representé en una función cómica. Mi tío me ofrecío voluntario para jugar un actividad cómica. Aunque yo estaba en el escenario por unos minutos, era un momento que yo olvidaré. <br/>  Morgan, yo espero que tú visites a Nueva York un día. Yo creo que la te gusta. Es un lugar interesante, y yo me gustaría visitarla otra vez. <br/>  Sinceramente tu amiga, <br/>  Amy",C2
Dutch,Upper advanced,"Al principio del video ves al hombre caminando por una calle, mientras alrededor de el cae basura (pero no encima de el). Se acerca a la cámara, y cuando está más cerca, cae basura justo a su lado. Después toma un cigarillo y lo prende. Se da vuelta y ve a un bébé en el suelo. Lo toma, mientras detrás de él camina una mujer con un bébé. Entonces se acerca a la mujer y pone al bébé en su carrillo junto al otro bébé, pero la mujer se enoja y le dice que no es su bébé. Así que Charlie toma al bébé de nuevo, y cuando lo quiere devolver al lugar donde lo había encontrado, aparece un policía y lo ve. Entonces toma al bébé de nuevo y ahí empieza a buscar una manera de dárselo a otra persona. Al final no lo consigue, y ahí Charlie encuentra la nota que el bébé llevaba. Le da ternura y se queda con el bébé.",C2
English,Upper advanced,"El mayo pasado mi hermano y yo fuimos a hacer un viaje en Londres. Era la primera vez que mi hermanito había visitado a Europa. Salimos desde Washington DC e hicimos una para en Amsterdam por ocho horas. Al llegar a Amsterdam, salimos del aeropuerto y tomamos un tren al centro de la ciudad. Caminamos y poco y luego decidimos comprarnos unos billetes para tomar un barquito para cruzar los canales de Amsterdam. En una parada bajamos del barquito para ver la famosa casa en que fue encerrada la familia de Anne Frank. Fue una maravilla ver la casa por que yo había estudiado mucho sobre ella y el holocausto cuando era estudiante en la universidad. Luego almorzamos un poco y caminamos alrededor de la ciudad. Luego tomamos el tren hacia el aeropuerto y entonces tomamos nuestro avión para Londres. Al llegar a Londres pasamos por la aduana, encontramos nuestro equipaje y tomamos el metro para encontrar nuestro hotel. El hotel está situado cerca del parque Russell. No fue un hotel extravagante pero fue muy cómodo. Salimos del hotel para buscar algo para cenar. Luego regresamos al hotel para dormir. Estábamos cansadísimos. El día siguiente nos despertamos temprano y bajamos para desayunar. El hotel ofrece un ""desayuno inglés"". Luego salimos para descubrir la ciudad. Visitamos la famosa tiende de Harrods, el museo británico, el lado oeste, y el teatro de Shakespeare. Esa noche vimos una presentación de Henry VIII. El día siguiente visitamos el torre de Londres, el edificio del parlamento, y Westminster Abbey. El tercer día de nuestro viaje fuimos a visitar el castillo de Windsor, la ciudad de Bath, y las ruinas de Stonehendge. En el castillo de Windsor vimos los apartamentos de la familia real y muchas obras de arte. En Stonehendge vimos las gigantescas y misteriosas rocas que han estado allá desde hace muchos siglos. Nuestro guía nos contó varios teorías sobre ellas, pero en verdad nadie está completamente segura porqué fue construido ese monumento. <br/>   Esa misma noche regresamos a Londres para cenar en uno de los restaurantes del famoso chef Gordon Ramsey. No puedo creer que pagamos tanto dinero para una cena, pero la comida fue fenomenal. El servicio en el restaurante fue espectacular y tengo que mencionar otra vez que nos gustó la comida. Aunque pagamos más de $200 cada uno, valió la pena. El viernes nos madrugamos y salimos del hotel hacia la estación de trenes para ir a Paris. El viaje duró dos horas. En Paris visitamos el museo Louvre, el catedral de Notre Dame, caminamos el Champs-Élysées. Luego subimos el torre Eiffel. El próximo día fuimos a Normandy para ver los sitios históricos de la segunda guerra mundial. Pasamos casi dos horas en el cementerio nacional. Para mi hermano y yo fue muy interesante y emocionante porque nuestro abuelo peleó en la guerra. No puedo creer que tantas personas perdieron sus vidas para ayudar a otras personas a mantener su libertad. Después de visitar Normandy, regresamos a Paris para tomar el tren para regresar a Londres. El día siguiente nos despertamos temprano y salimos para el aeropuerto para regresar a los Estados Unidos.",C2
Russian,Upper advanced,"Es una historia de un tío maleducado que vino a un teatro. Parece que estaba borracho y no se portaba bien.Primero intentó comprar las entradas sin hacer cola, luego cuando ya  entró a la sala del teatro fumaba, se sentaba en butacas ajenas, molestaba a los músicos etc. Hasta acabó peleandose con otros espectadores.  <br/> No pude ver como acabó el cortometraje, porque cusndo quice volver a verlo, youtube me propuso otra película",C2
English,Upper advanced,"Hace unos meses fui a ver una película genial titulado ""Nacho Libre"". El título mismo es un juego de palabras, pues el protagonista se llama Ignacio (Nacho por apodo), y la acción que figura en primer plano es la lucha libre. Al principio, Nacho es un hermano que sirve de cocinero en un monasterio /orfanato, donde él mismo fue criado. Quiere mucho a los huérfanos, pero la institución carece de recursos para comprar comida de la buena.  <br/>   Nacho se percata del prestigio y el dinero de los que gozan los luchadores, y decide saltear la normas para competir en unas luchas a fin de suplementar los ingresos del orfanato y de esa manera mejorar la alimentación los huérfanos. Alcanza cierto éxito en su empresa, y eso le da mucha satisfacción. No obstante, tiene que hacerlo todo en la clandestinidad, y empieza a luchar con las pasiones, primero el orgullo, y dentro de poco, el amor. Por ejemplo, a pesar de su motivo principal de ayudar a los huérfanos, cuando ve un trozo de carne de primera calidad en el mercado, no la compra sino que opta por comprarse unos zapatos y ropa nueva para poder impresionar a una hermosa hermana (Encarnación) que ha venido a trabajar en el orfanatorio. Ella le tiene mucho cariño, pero se niega a desmentir sus votos para estar con él.  <br/>   Nacho se dejar guiar por un idealismo optimista en todo lo que hace, mientras su compañero en la lucha, Esqueleto, es la voz de la razón. Es un toque quijotesco al argumento, y al fin y al cabo triunfa el idealismo de Nacho cuando logra ganar el gran campeonato, y alcanza su meta de comprar un autobús para los huérfanos. Se da cuenta de que para él, ayudar a los demás es su verdadera vocación sean cual fueren los medios, y que al servir a los huérfanos, encuentra la verdadera libertad. Es, al final de cuentas, Nacho Libre.",C2
English,Upper advanced,"Uno de las experiencias más influyentes en mi vida ha sido el tiempo que pasé en Cuba este año pasado. Me fui a Cuba con muchas ganas y muchas esperanzas, pero sin una estructura, un red de seguridad. Para mí, Cuba era una egnima, una tierra repleta con historia y cultura. Aunque esté a las noventa millas de mi país,por las malas relaciones entre los Estados Unidos y Cuba, era una tierra lejos. Casi todo que leí sobre Cuba era colorado y prejuiciado fuertemente por los de cada uno lado. Hay los que adoran a Fidel y, claro, los que le odian. Yo quería saber de la Cuba que no ni ""perfecta"" ni un ""infierno."" Habría leído bastante en preparación para mi viaje, pero realmente no sabía qué esperar. Nunca olvidaré la ansiedad de llegar. Yo temía que mi fuera a rechazar por cualquier razón, que mi no me pertimiera entrar. No había razón negarme, pero con Cuba, nunca se sabe. Pues, todo pasó bien y entré. Me acuerdo bien de la primera mañana, cuando me desperté en la cama de una casa particular y vi los rayos del sol de mañana y me dije, me pregunté, me grité, ¡estás en Cuba! Digo que fue una experiencia impresionante, y lo digo por muchas razones, pero uno de las razones principales es que gané un apreciación especial de lo tan complicada es la vida. Quiero decir que nada es ni todo blanco ni negro, sino un gris inagotable. Yo no apoyo la Revolución Cubana. Veo lo tanto que sufren mis amigos por ella. Sin embargo, tampoco estoy de acuerdo con los cubanos de Miami que dice que todos sufren terriblemente en Cuba. Sí, se sufren. Sí, la vida es realmente una lucha. Y no es justo justificarlo por decir que la vida es una lucha en todos lugares, aunque sea la verdad. No, la situación en Cuba es mucha más complicada. Como veo a mis amigos sufriendo, también les veo sobreviviendo. Los cubanos tienen una esfuerza interna muy fuerte, que se basa en el humor. Ellos puede reírse en aún las circunstancias más desagradables. No puede dejar de pensar que parte de esta esfuerza viene por haber sobrevivido una historia de sufrimiento, por haber aguantado tanto y reconocer que al final, cada uno tiene que escoger la felicidad y no hacer caso a lo demás. Sea una lesión díficil, por la cual ellos han sufrido mucho para aprender, pero es una lesión muy importante.",C2
English,Upper advanced,"El año pasado fuí con mi esposa a Noruegas para ver los ""fjordes""; volamos a Amsterdam y entonces a Bergen, en el sur de N., donde pasamos la noche. La ciudad es interesante y pasamos el día visitándola. La mañana siguiente montamos el barco y pasamos quince días en èl, con visitas a los fjordos y los pueblos en la costa noruegiana. viajando norte mas allá del círculo del árctico, a la tierra del sol de la medianoche. Era cosa extraña ver el sol, todo rojo, a la una de la noche. Continuamos hasta Kírkenes, una ciudad a ocho kilómetros de la frontiera rusa.  <br/>   <br/>  La gente que solíamos llamar ""Lapp"" hoy se llaman ""Sami"", como, por ejemplo en ""Samoyed"", un tribú en Finlandia y Rusia. Su ocupación pincipal es el ""reindeer"", que influye su comercio, su mesa, y su arte. La lengua Sami es de la familia Finno-Ugro, que comprende las lenguas nacionales de Finlandia, Estonia y Húngaro. Como Usted sabrá, esos pueblos vinieron de la Asia Central, probablmente antes de los Indo-Europeos. Un hecho interesante acerca de sus lenguas es el hecho que el acento tónico de cada palabra cae en la primera sílaba, una costumbre que adoptaron los Germano-hablantes. Afortunadamente, los Germano-Hablantes no adoptaron la 'harmonía vocalica"" que caracteriza estas lenguas y las lenguas altaicas. <br/>   <br/>  Una cosa interesante fué el barco mismo: no era un ""cruise ship"", sino un barco de cargo: llevaba a las ciudades y pueblecitos en la costa los correos y también vehículos y máquinas grandes para los habitantes y fábricas rurales. Cada vez que paramos podíamos entrar a la ciudad para ""city tours"", pero era preciso volver a tiempo: como era cuestión de llevar los correos, etc. el barco no podía esperar a los que tardaban; si uno regresa tarde tendría que tomar el avión para hallar el barco en otro puerto. <br/>   <br/>  Además, la mitad de los pasajeros eran habitantes de los pueblos rurales: el barco era su autobus, su tren. Montaron de Pueblo Fulano y descendieron dos or tres pueblos después. Comeron con nosotros los turistas y cambiamos cuentos e informes. <br/>   <br/>  Gracias a estos encuentros con los noruegianos y a las conferencias, películas, tours, etcétera llegamos a concoer la gente noruegiana bastante bién, suficientement bién para apreciarlos mucho: son industiosos--""laboriosos cual abejas laboriosas"", según la canción--, organizados, sinceros. No entraron en la unión del euro porque su Krone era tanto más fuerte. <br/>   <br/>  Regresamos a Bergen donde pasamos la noche, y de allá volamos a Helsinki, donde pasamos una semana, y pues volamos a Monastir en Tunisia, al bordo del Mediterráneo, donde pasamos otra semana. Las mejores ruinas romanas en el mundo están en Tunisia; alquilamos un taxi y guía y fuímos a El-Jem, célebre por el Coliseo romano y las rosas de sangre, formaciones de sangre en forma de flor que se hallan en el desierto. <br/>   <br/>  Luego regresamos a los Estados Unidos, con miles de fotos. <br/>   <br/>  Y ahora: ¡al diccionario!",C2
English,Upper advanced,"¿Deben tener el derecho de casarse y tener hijos los parejas gay? Aunque nuestra civilización tiene su base en las reglas de iglesias, yo digo que estas reglas son anticuadas y que los parejas gay deben tener el derecho de casarse y adoptar hijos. Para mi la pregunta no tiene nada que ver las religión, tiene que ver con los derechos humanos. Pero primero hay que hablar de si siendo gay es algo qué se elige o es algo biólogico. <br/>   <br/>  Pienso que siendo gay es algo biólogico, algo de nuestros genes. Una persona no se despierta una mañana y decide ""Vale, hoy he decidido ser gay"". No sé que pasa en los genes de las personas que son gay, lo que sé es que para ellos tienen una atracción al mismo género. Entonces, si siendo gay no es una elección personal y es algo biólogico qué tiene que ver la religión con los derechos de los gay. <br/>   <br/>  Antes de que existiera la religión había los seres humanos. Ellos crearon la religión para contestar preguntas de que no tienen respuestas ni una manera de conseguir las respuestas. Es decir la religión era creada para tranquilizar a la gente y darles una perspectiva del mundo. Pero con los avances tecnológicos y cientificos podemos explicar mucho que antes no podían explicar. Entonces a razonar que los gay no tienen derechos de casarse ni adoptar hijos, para mi no vale porque la religión es una institución antigua que fue ceado por hombres y como seres humanos no somos perfectos. Además el mundo donde fue creado la religión ahora no existe, como vivimos en un mundo diferente el mundo tiene que cambiar con los tiempos. <br/>   <br/>  A mí me vale más que todos nosotros somos seres humanos y como humanos tenemos derechos de que nadie puede quitar. Como seres humanos estamos dispuestos a eligir por nuestro mismo con quien queremos quedarnos por el resto de nuestra vida. Asi soy como un romántico, amemos a quien amemos. También yo lo veo asi, nadie puede decir a quien debo querer. <br/>   <br/>  Pero todavia no he hablado del asunto de adpotar niños. Por las mismas razones que he explicado arriba creo que los gay deben tener el derecho de adoptar a los niños. Aunque muchos piensan que un niño que crezca en una familia también será gay. No hay estudios que existen que están en favor de este pensamiento pero habían circunstanias donde una hija de una pareja ha escogido a casarse con un muchacho y vice versa. Además muchas se preocupan por la educación de estos hijos adoptados. Pero como he dicho antes no hay estudios que favorecen que los niños de una pareja gay recibe una educación diferente. Lo que tienen es un punto de vista diferente de mundo por no crecer en una familia ""tradicional"".  <br/>   <br/>  ¿Qué es una familia tradicional? ¿Una familia con hombre y mujer? o ¿Una familia con dos padres?. Se dice que un niño que crezca en una familia de solo un padre o madre tiene más dificultades de avanzar en la vida. Entonces si un niño de una pareja gay va a tener dos padres, lo importante es que tenga dos padres que va a cuidarle y ayudarle llegar a ser un miembro productivo de la sociedad. Si esos padres pueden cumplir con estos no veo ningún problema con el asunto de adoptación por parejas gay. <br/>   <br/>  En resumén, ser gay es algo biólogico y no una elección personal, por eso los que argumenten que ser gay en contra de la palabra de dios, no tienen razón. También si la pareja es responsable y son buenos padres, cumplen con los requisitos de ponemos frente a otros padres del mundo.",C2
English,Upper advanced,"Este video muestra a un hombre (Charles Chaplin). Él está caminando por una calle pequeña y sucia, y cuando deja por un minuto para fumar, encuentra a un bebé que parece estar sin adulto. Chaplin está confundido y busca un padre en el area. Después de un poco, él ve a una mujer que tiene otro niño. Chaplin concluye que el bebé es suyo y trata de devolverlo a ella. Pero la mujer se enfada y le dice a Chaplin que no es su bebé. En este momento, Chaplin trata de abandonar el bebé donde él lo encontró, pero un policía viene y Chaplin necesita traer el bebé con él. Luego, Chaplin trata de dar el bebé a un hombre que encuentra en la calle, pero este hombre lo pone en la silla de bebé de la mujer original del video. Casi inmediatamente después de que ella descubre el bebé, ve a Chaplin caminando, y lo da el bebé a él otra vez. Chaplin toma el bebé y finalmente ve un papel que dice que es un huérfano. Al final del video, parece que Chaplin está contento con cuidar del bebé.",C2
Russian,Upper advanced,"Un día el protagonista paseaba por las calles de la ciudad fumando un cigarrillo. De repente oyó a alguien llorando. Miró alrededor y vio en un callejón a un bebé envuelto en pañales. Estaba tirado en el suelo sin nadie a su lado. El protagonista pensó que alguien lo había perdido y al ver a una mujer con un cochecito pensó que era ella la madre y lo metió en su cochecito. Pero allí ya estaba otro bebé. La mujer se indignó e hizo al protagonista sacar al bebé del cochecito. De hecho, si no fuera por ella el protagonista se habría equivocado y habría cogido otro niño. Entonces ya que no sabía que hacer con el niño decidió ponerlo donde estaba. Pero de pronto apareció un policía y con una sola mirada le dio a entender que no podía dejarlo en el suelo. Entonces el protagonista no tenía más remedio que pasear por la ciudad con el bebé en los brazos. De repente vio a un transeúnte. Fingió que se le habían desatado los cordones y mientras que el transeúnte sostenía al bebe se escapó. El transeúnte, confundido y asustado, no tenía ni idea de como deshacerse de aquel niño y cuando vio a una mujer con un cochecito no se le ocurrió nada más que meterlo allí sin que ella lo viera. Justo cuando por allí pasaba el protagonista la mujer notó al niño y otra vez se lo entregó a él. Está vez estaba aún más enfadada y casi lo mató con su paraguas. Además se lo contó todo al policía que también pasaba por allí en aquel momento. En fin, el protagonista otra vez se quedó con el bebé. Cansado se sintió en la acera. Miró al niño y vio en sus pañales una nota. La nota ponía que aquel bebé era huérfano y que alguien cuidara de él. El protagonista sintió lastima por aquel pobre niño y lo llevó consigo.",C2
English,Upper advanced,"Recientemente fui a Madrid y cuando estuve ahi organize una quedada para David Carrillo y Adrian Lastra, dos de los actores protagonistas del musical que actualmente esta en la Gran Via, Hoy No Me Puedo Levantar. A la quedada fuimos unas 28 personas a la funcion que empezaba a las 22:30. La mayoria de las que ibamos habiamos visto la funcion muchas veces. De Mario estaba Francesc uno de los actores que nos nos gusta a nadie ya que Carlitos se habia cambiado a la primera funcion porque el gran Javier Godino volvia de Colate.  <br/>   <br/>  Es que siempre digo lo mismo pero es que no se donde empezar. <br/>   <br/>  David te lo repito y no me cansare de repetirlo, GRACIAS POR TODO. <br/>   <br/>  Tuve la suerte de disfrutar del musical muchas veces durante junio/julio y vi funciones muy especiales como fueron la despedida de Miquel, la de Ernesto, la función contra las drogas (FAD), la función gratis etc. etc. <br/>   <br/>  He de decir que David es un artista de los pies a la cabeza. Aun cuando esta mal de las cervicales y fuera no se puede ni mover no se de donde saca fuerzas y siempre da 120% en el escenario. <br/>   <br/>  Como persona los que le conozcáis me entenderéis. No se puede ser mejor persona. Aun que este malo, cansado lo que sea siempre tiene una sonrisa para ti, un beso, un abrazo, unas palabras bonitas y eso en un artista que sale después de 4 horas de trabajo a las tantas de la mañana se agradece. <br/>   <br/>  Pues a ver de lo que me acuerde de la kdd <br/>   <br/>  en la función David y Adri estaban que se salían. Cuando terminamos al callejón que nos fuimos entre que firmaron, fotos, hablaron etc. etc. estuvimos un buen rato. <br/>   <br/>  A las 03:30 por ahí nos fuimos a la calle silva. Primero entramos en el kareoke pero nos echaron q éramos muchos. Ah por cierto se vino Marcos con nosotros. Al final David nos paso a todos al Larios que esta en la misma calle. Allí nos encontramos con Irán, Antonio, Maria, Laura, Ernesto, Titi, Paris seguro que me olvido de alguien pero bueno. La mayoría de nosotros nos fuimos entre las 5 y las 6. Estuvimos bebiendo, hablando, bailando lo normal que se hace en esos sitios. <br/>   <br/>  Bueno al día siguiente fuimos a comer en el Tony Romas que esta en Génova. Empezamos dando los regalos a David primero la tarjeta que todo el mundo firmo, luego el libro firmado por el elenco y finalmente la estrella. Pondremos fotos de todos los regalos pero parece que a David le encanto. Para Adri le dimos un peluche, un libro con nuestras fotos firmado por los que fuimos a la quedada y un cuadro con una foto suya enorme. Mientras estábamos dando los regalos los del restaurante se enfadaron y dijeron que era un sitio para comer o algo así que no para dar regalos. Nos trajeron la comida y dejaron alguna comida en las meses que estaban a nuestras espaldas. Lógico no lo vimos y se enfrió así que Adri se levanto y les echo una bronca jaja y nos recalentaron todo. Carlitos también vino a la comida (nos lo debía por que se suponía que iba a estar en la 2 función pero se cambio para estar con la primera actuación de Godino). <br/>   <br/>  Después de la comida como Carlos, Adri y David tenia que actuar nos fuimos a Plaza España. Con las 2 botellas calientes jajaja de sidra que tenían Aída y Ana hicimos una especie de alcohólicos anónimo. Marcos se invento el juego que decíamos nuestro nombre, edad y profesión y luego todo el mundo decíamos a la persona ""Te Queremos _______"". David abrió la botella y como estaba caliente se puso perdido pero daba igual como estaba sin camiseta. Con un vaso cada persona hizo eso y luego se bebía un trago de sidra si querías. Nos hicimos fotos todos y luego foto del grupo que también subiremos esa foto. Adri llego tarde pero luego estaba dando volteletas por la hierba y al final se hicieron las 18:30 y ellos se fueron para el teatro. <br/>   <br/>  En fin un fin de semana inolvidable y ojala se repitiera la experiencia. <br/>   <br/>  David todavía tiene mucho que dar, es joven y tenemos guerra del Carrillo para largo.",C2
Italian,Upper advanced,"Charlie Chaplin sale de casa y encuentra a un neonato dejado en un rincón de la calle, envuelto en una manta. Intenta buscar a la madre del niño o a alguien que se cuide de él, pero sus movimientos son controlados por un guardia. Al final, Chaplin se encuentra obligado a tener al niño, a pesar de su voluntad. Lee el billete escondido bajo la manta que envuelve al neonato. El niño es un huérfano y el escritor del billete ruega a quien lo encuentre que se cuide de él y lo quiera.",C2
